longitude,latitude,median_income
-120.04,36.95,1.3594
-119.98,36.9,2.5833
-119.81,36.92,4.665
-119.98,36.86,3.0234
-120.13,36.87,2.234
-122.49,38.1,4.9286
-122.54,38.14,7.5412
-122.55,38.1,5.0029
-122.62,38.15,6.4092
-122.59,38.13,5.3755
-122.58,38.15,7.5
-122.57,38.11,3.1981
-122.57,38.11,3.4705
-122.59,38.12,6.0132
-122.58,38.12,4.9286
-122.6,38.11,3.8068
-122.6,38.11,5.3962
-122.65,38.11,5.5524
-122.61,38.09,6.9081
-122.58,38.1,4.6463
-122.58,38.08,5.615
-122.55,38.07,6.7232
-122.56,38.09,4.1705
-122.56,38.06,5.0965
-122.55,38.07,3.0573
-122.41,38.07,6.0433
-122.51,38.06,3.0742
-122.53,38.01,3.4432
-122.44,38.03,4.1289
-122.45,38.01,4.3182
-122.53,38.01,5.4781
-122.51,38,3.9519
-122.49,38,7.7197
-122.55,38.03,6.0902
-122.57,38.03,6.5253
-122.56,38.03,6.5249
-122.59,38.04,8.3646
-122.57,38.02,5.6512
-122.56,38.01,4.6
-122.55,38.02,6.4978
-122.55,38.01,6.3314
-122.54,38,3.18
-122.55,38,3.9265
-122.54,37.99,7.3521
-122.52,37.98,2.8903
-122.54,37.98,5.5083
-122.55,37.99,4.8993
-122.53,37.98,8.5759
-122.55,37.98,3.293
-122.51,37.99,5.5791
-122.51,37.98,6.0762
-122.51,37.97,3.2462
-122.47,37.99,7.494
-122.46,37.98,12.0933
-122.49,37.99,6.994
-122.49,37.98,6.4271
-122.53,37.97,1.9063
-122.53,37.97,2.5125
-122.53,37.97,2.6036
-122.54,37.97,5.6263
-122.52,37.97,2.75
-122.51,37.96,3.6863
-122.52,37.96,5.2818
-122.53,37.97,3.5588
-122.52,37.95,6.2862
-122.53,37.96,3.9917
-122.47,37.95,3.9712
-122.5,37.96,6.1359
-122.5,37.97,2.7273
-122.64,38.01,5.5789
-122.64,38.01,3.7321
-122.68,38.01,4.2011
-122.7,38.03,4.1379
-122.65,38.01,5.0766
-122.59,37.97,4.5625
-122.61,37.99,4.4375
-122.62,37.97,7.7006
-122.59,37.99,4.1659
-122.6,38,4.1098
-122.59,38.01,6.1724
-122.57,37.99,4.9674
-122.57,37.99,4.1711
-122.57,37.98,4.625
-122.58,37.98,4.6905
-122.58,37.98,4.9615
-122.56,37.98,4.8056
-122.56,37.97,4.6944
-122.57,37.97,3.5055
-122.55,37.97,7.1155
-122.57,37.96,9.1834
-122.56,37.95,6.1444
-122.56,37.94,10.6272
-122.64,37.96,9.5551
-122.54,37.96,10.129
-122.54,37.96,4.3083
-122.54,37.95,5.697
-122.52,37.95,7.8904
-122.53,37.95,3.5838
-122.53,37.96,8.3935
-122.53,37.93,6.6125
-122.54,37.93,5.5385
-122.54,37.94,4.4081
-122.54,37.94,5.1834
-122.52,37.94,5.9582
-122.53,37.94,4.7344
-122.52,37.93,5.0779
-122.51,37.92,3.7647
-122.52,37.92,14.5833
-122.53,37.92,5.5379
-122.53,37.93,4.125
-122.53,37.92,3.875
-122.52,37.92,5.8509
-122.5,37.92,6.1632
-122.5,37.92,5.5926
-122.49,37.92,6.2953
-122.51,37.91,6.641
-122.48,37.93,3.6731
-122.46,37.88,8.8386
-122.47,37.87,11.5706
-122.45,37.91,10.0791
-122.5,37.91,5.4851
-122.49,37.89,6.0238
-122.47,37.89,7.2905
-122.45,37.9,8.4888
-122.5,37.88,4.7475
-122.51,37.89,3.4485
-122.53,37.91,7.9892
-122.53,37.9,3.8839
-122.54,37.9,4.4375
-122.54,37.91,5.6302
-122.55,37.92,6.1085
-122.52,37.91,5.5951
-122.52,37.89,3.9531
-122.52,37.9,4.4239
-122.54,37.9,3.7813
-122.55,37.9,7.9606
-122.56,37.9,8.634
-122.56,37.91,7.1924
-122.56,37.92,8.9248
-122.55,37.91,3.2794
-122.53,37.88,6.8742
-122.54,37.88,6.7809
-122.53,37.87,7.9977
-122.53,37.88,4.4583
-122.56,37.9,6.7546
-122.54,37.89,6.1275
-122.53,37.89,5.9073
-122.56,37.9,5.1292
-122.51,37.87,2.862
-122.47,37.85,2.9145
-122.5,37.87,6.3066
-122.49,37.86,6.7669
-122.49,37.86,4.5398
-122.48,37.86,6.2113
-122.48,37.85,6.4752
-122.49,37.85,12.2547
-122.52,37.88,3.8068
-122.62,37.85,6.8198
-122.53,37.86,3.75
-122.66,37.93,4.1792
-122.71,37.88,4.3125
-122.69,37.91,4.3194
-122.71,37.9,3.115
-122.86,38.1,4.3125
-122.84,38.07,3.8269
-122.93,38.02,3.5469
-122.68,38.07,5.6305
-122.9,38.28,2.3482
-122.96,38.26,3.1429
-122.81,38.08,3.4609
-122.8,38.18,3.625
-120.19,37.53,1.7614
-120.02,37.57,2.7188
-119.99,37.51,1.398
-119.95,37.47,1.5
-119.98,37.43,2.5551
-120.07,37.34,1.75
-120.31,37.64,3
-120.15,37.69,2.875
-120.02,37.72,2.3818
-119.81,37.67,3.8333
-119.82,37.57,2.662
-119.9,37.49,3
-119.84,37.48,2.5
-119.8,37.5,3.1771
-119.72,37.46,2.875
-119.85,37.39,2.753
-119.55,37.75,3.5391
-119.64,37.61,2.6838
-123.15,39.74,2.9306
-123.24,39.81,1.7788
-123.23,39.77,1.2281
-123.47,39.8,2.3571
-123.71,39.88,1.4952
-123.84,39.83,1.5278
-123.58,39.66,2.2429
-123.5,39.67,2.1793
-123.64,39.45,3.0433
-123.79,39.5,2.325
-123.8,39.47,2.7857
-123.73,39.44,2.7
-123.84,39.46,2.5192
-123.8,39.46,2.9243
-123.8,39.44,1.9213
-123.79,39.44,3.5
-123.8,39.44,1.9208
-123.79,39.44,2.7813
-123.79,39.44,3.2171
-123.85,39.42,1.7574
-123.34,39.5,1.8967
-123.4,39.46,3.2156
-123.32,39.42,2.3906
-123.38,39.37,2.6424
-123.35,39.42,2.1625
-123.37,39.43,3.588
-123.36,39.41,2.9183
-123.35,39.4,1.85
-123.36,39.4,1.5625
-123.34,39.39,2.3333
-123.1,39.36,1.746
-123.23,39.33,3.9632
-123.15,39.31,2.8833
-123.11,39.32,3.3431
-123.18,39.26,3.788
-123.22,39.28,3.1455
-123.36,39.25,2.5875
-123.18,39.23,2.125
-123.21,39.2,2.2926
-123.19,39.21,3.5917
-123.2,39.23,2.3583
-123.75,39.37,3.25
-123.85,39.39,3.184
-123.81,39.34,3.1563
-123.7,39.32,3.1071
-123.81,39.31,3.3654
-123.73,39.17,2.375
-123.53,38.93,2.5625
-123.69,38.9,2.1985
-123.59,38.8,3.1201
-123.54,39.17,2.2946
-123.39,38.99,3.4063
-123.36,39.01,2.7232
-123.21,39.18,2.6275
-123.34,39.1,3.0652
-123.21,39.07,3.7833
-123.22,39.15,3.3667
-123.22,39.16,3.6587
-123.23,39.13,3.8958
-123.22,39.15,3.5938
-123.21,39.15,2.55
-123.21,39.14,3
-123.21,39.13,4.0469
-123.2,39.16,1.7929
-123.22,39.16,2.631
-123.2,39.15,2.0074
-123.19,39.15,2.6012
-123.21,39.15,1.6571
-123.2,39.14,1.8042
-123.2,39.13,1.375
-123.21,39.14,1.9032
-123.1,39.15,3.8333
-123.17,39.18,5.9585
-123.17,39.15,4.425
-123.16,39.13,1.7813
-123.16,39.1,2.775
-123.19,39.12,2.3125
-123.15,38.94,2.7171
-123.1,38.97,2.5761
-120.46,37.51,2.9
-120.68,37.47,2.3043
-120.75,37.44,3.6182
-120.76,37.44,2.7562
-120.77,37.42,2.3333
-120.79,37.43,2.8519
-120.79,37.41,2.2071
-120.71,37.39,3.2721
-120.71,37.39,2.6058
-120.69,37.4,3.5167
-120.74,37.33,2.1484
-120.75,37.37,2.4964
-120.73,37.38,1.9236
-120.72,37.38,2.2813
-120.73,37.38,2.8698
-120.71,37.38,2.6923
-120.84,37.4,2.6214
-120.86,37.4,3.1111
-120.84,37.43,3.7784
-120.94,37.4,3
-120.88,37.37,2.6908
-120.89,37.33,2.0417
-120.64,37.38,2.567
-120.64,37.38,2.5129
-120.65,37.33,4.1058
-120.59,37.39,2.1061
-120.63,37.41,2.6439
-120.57,37.43,2.6758
-120.6,37.37,4.6667
-120.6,37.36,3.0911
-120.63,37.36,4.0694
-120.62,37.35,1.6833
-120.62,37.36,3.2656
-120.62,37.37,3.968
-120.59,37.36,2.0179
-120.6,37.35,2.4653
-120.61,37.35,2.2222
-120.62,37.35,1.4615
-120.61,37.32,4.25
-120.6,37.34,2.1182
-120.61,37.36,1.9135
-120.57,37.35,3.003
-120.6,37.35,3.2955
-120.59,37.35,3.5393
-120.58,37.36,2.2179
-120.64,37.2,2.0066
-120.55,37.32,3.3194
-120.49,37.26,1.8939
-120.5,37.37,2.4012
-120.41,37.16,2.0809
-120.51,37.32,2.3099
-120.49,37.32,3.0263
-120.5,37.32,2.75
-120.49,37.32,1.9528
-120.48,37.32,2.1418
-120.47,37.32,2.558
-120.5,37.34,3.4559
-120.48,37.34,4.67
-120.47,37.34,3.6742
-120.43,37.32,5.2522
-120.45,37.32,4.8214
-120.45,37.32,3.6471
-120.46,37.33,6.3215
-120.46,37.33,3.2852
-120.44,37.31,5.2662
-120.45,37.31,3.7652
-120.46,37.31,3.48
-120.48,37.31,2.355
-120.5,37.31,2.6797
-120.49,37.31,2.0521
-120.48,37.3,1.5427
-120.48,37.3,1.5
-120.49,37.3,1.3125
-120.44,37.31,3.0515
-120.46,37.31,2.7344
-120.47,37.3,2.1838
-120.46,37.3,2.3095
-120.51,37.29,1.7679
-120.5,37.3,1.76
-120.49,37.3,1.75
-120.49,37.29,1.0955
-120.47,37.29,1.2054
-120.48,37.29,1.5635
-120.47,37.28,1.7756
-120.49,37.28,1.9535
-120.44,37.28,2.3929
-120.44,37.29,1.7222
-120.46,37.29,2.3594
-120.43,37.35,5.9378
-120.4,37.3,1.5917
-120.3,37.34,2.4286
-120.32,37.29,2.3382
-120.31,37.29,1.6929
-120.31,37.29,1.5938
-120.32,37.29,1.6172
-120.25,37.23,2.1845
-120.24,37.21,3.3929
-120.35,37.31,2
-121,37.25,3.1738
-121,37.26,1.7062
-121,37.25,2.6087
-121.01,37.25,2.7316
-121.06,37.18,3.0909
-120.89,37.21,3.2262
-121.02,37.09,2.0216
-121.02,36.94,2.5074
-120.77,37.01,3.125
-120.95,37.09,2.875
-120.85,37.08,4.1779
-120.85,37.07,2.5363
-120.84,37.07,2.2019
-120.84,37.06,1.1301
-120.85,37.06,1.5479
-120.87,37.07,3.6331
-120.87,37.05,2.595
-120.85,37.05,3.1719
-120.84,37.05,5.3988
-120.79,37.08,2.9063
-120.83,37.07,2.5598
-120.82,37.05,1.933
-120.65,37.09,2.4398
-120.61,37.03,1.7841
-120.7,36.99,2.9271
-120.65,36.98,1.7188
-120.63,36.98,2.0595
-120.64,36.99,2.2794
-120.62,36.99,1.9732
-120.67,37.37,1.6607
-121.16,41.78,2.1434
-121.18,41.31,2.4519
-120.87,41.54,2.2321
-120.51,41.35,2.5074
-120.48,41.82,2.0227
-120.08,41.79,2.0903
-120.12,41.4,2.6062
-120.55,41.61,2.0802
-119.54,38.51,2.35
-119.44,38.53,1.5817
-119.3,38.26,2.9509
-118.98,38.03,3.5469
-119.07,37.8,3.5294
-119.08,37.78,2.7656
-118.45,37.7,2.35
-118.74,37.58,3.7315
-118.96,37.64,4.2381
-119.02,37.64,3.2431
-118.98,37.65,4.5375
-118.99,37.65,5.01
-118.98,37.64,3.05
-118.97,37.64,3.0685
-118.97,37.64,3.0921
-118.97,37.64,3.6042
-118.99,37.63,3.2917
-121.64,36.72,4.1742
-121.63,36.71,3.9818
-121.62,36.71,4.3451
-121.62,36.74,5.0374
-121.64,36.7,4.1675
-121.65,36.7,3.0827
-121.66,36.71,3.2929
-121.66,36.7,3.4222
-121.65,36.69,2.7367
-121.64,36.68,2.3463
-121.63,36.68,2.1766
-121.61,36.68,2.8542
-121.62,36.68,2.4884
-121.61,36.69,2.0244
-121.61,36.67,2.5224
-121.62,36.67,2.8942
-121.62,36.67,2.5329
-121.63,36.67,2.5263
-121.64,36.67,3.0197
-121.63,36.65,1.6071
-121.64,36.66,5.2285
-121.65,36.66,3.2355
-121.65,36.66,3.5288
-121.65,36.67,2.8924
-121.65,36.67,1.9385
-121.66,36.68,0.9914
-121.66,36.67,3.1439
-121.66,36.67,3.1071
-121.67,36.66,3.6875
-121.67,36.67,3.9219
-121.68,36.67,5
-121.67,36.68,2.8289
-121.66,36.69,3.7912
-121.79,36.85,2.7321
-121.77,36.87,3.3472
-121.73,36.9,2.5195
-121.71,36.9,4.6125
-121.68,36.9,5.2729
-121.66,36.89,5.5148
-121.76,36.83,3.6693
-121.73,36.86,4.4271
-121.71,36.88,3.7766
-121.73,36.85,3.6607
-121.7,36.84,4.9107
-121.65,36.85,4.5787
-121.69,36.8,3.338
-121.74,36.79,4.3814
-121.72,36.81,3.2969
-121.69,36.81,4.5272
-121.66,36.82,5.0092
-121.64,36.82,4.1696
-121.76,36.75,3.8424
-121.7,36.77,3.0347
-121.76,36.77,2.3384
-121.75,36.77,3.2937
-121.75,36.76,2.7694
-121.64,36.74,4.1696
-121.64,36.8,4.5812
-121.6,36.81,5.2203
-121.65,36.77,4.7969
-121.68,36.72,3.2652
-121.7,36.67,3.3456
-121.62,36.63,3.6286
-121.54,36.7,3.525
-121.62,36.69,2.5986
-121.62,36.69,2.2667
-121.69,36.62,6.0332
-121.7,36.6,5.0162
-121.67,36.58,6.1551
-121.59,36.55,5.1788
-121.7,36.55,7.6245
-121.69,36.52,8.0922
-121.43,36.5,2.3879
-121.44,36.51,3.2219
-121.45,36.51,1.775
-121.42,36.57,2.8775
-121.48,36.49,1.9722
-121.74,36.49,4.4209
-121.73,36.5,5.6383
-121.74,36.47,4.25
-121.7,36.48,3.5039
-121.62,36.43,4.7891
-121.66,36.37,6.1668
-121.31,36.42,2.6629
-121.32,36.42,3.0437
-121.32,36.43,2.7153
-121.33,36.43,2.625
-121.4,36.38,3.3289
-121.23,36.33,3.0543
-121.25,36.32,2.9184
-121.26,36.32,2.3
-121.24,36.33,3.1222
-121.24,36.34,2.6648
-121.12,36.21,2.1107
-121.13,36.21,3.1929
-121.13,36.21,1.7548
-121.13,36.21,3.4821
-121.13,36.2,2.9559
-121.02,36.24,2.6801
-121.2,36.14,3.9647
-121.39,36.16,3.0526
-121.32,35.95,3.5547
-121,35.94,3.3724
-120.79,36.06,2.4881
-120.51,35.91,5.3245
-121.91,36.42,3.7083
-121.84,36.25,2.6094
-121.62,36.14,3.2375
-121.87,36.55,5.1506
-121.82,36.54,5.5469
-121.77,36.53,10.1854
-121.84,36.52,6.5234
-121.88,36.49,5.8142
-121.92,36.57,4.174
-121.91,36.55,5.7248
-121.92,36.54,3.9792
-121.92,36.56,5.5164
-121.94,36.55,3.4048
-121.92,36.56,2.7039
-121.92,36.55,3.7852
-121.92,36.55,3.6
-121.92,36.55,3.275
-121.95,36.61,6.3835
-121.93,36.59,5.0621
-121.95,36.6,7.1198
-121.95,36.59,5.8505
-121.94,36.58,6.777
-121.94,36.57,14.4113
-121.93,36.6,4.0154
-121.92,36.61,3.1543
-121.93,36.62,3.725
-121.92,36.61,3.1359
-121.93,36.62,4.0313
-121.92,36.62,4.3281
-121.92,36.62,3.7614
-121.92,36.62,3.0379
-121.91,36.62,3.2865
-121.92,36.62,2.6713
-121.92,36.62,2.5625
-121.92,36.62,3.4327
-121.91,36.62,2.475
-121.91,36.62,3.3333
-121.71,36.78,5.9175
-121.92,36.62,2.5263
-121.91,36.62,3.5865
-121.91,36.62,3.7454
-121.91,36.63,2.1776
-121.93,36.63,3.5147
-121.93,36.63,3.1912
-121.92,36.63,3.4943
-121.93,36.63,4.3571
-121.92,36.63,3.4167
-121.89,36.63,3.0383
-121.9,36.61,2.9309
-121.91,36.61,3.2952
-121.92,36.61,4.3
-121.92,36.61,2.4922
-121.9,36.6,2.4663
-121.9,36.6,2.8727
-121.9,36.6,3.0625
-121.9,36.59,4.6182
-121.9,36.58,3.1977
-121.91,36.59,4.6964
-121.91,36.6,5.5519
-121.91,36.59,6.2323
-121.89,36.6,2.7917
-121.89,36.6,1.2656
-121.88,36.6,2.5164
-121.88,36.59,2.6894
-121.89,36.59,3.1364
-121.89,36.59,6.918
-121.88,36.58,4.0432
-121.86,36.58,5.7578
-121.81,36.57,6.9615
-121.87,36.61,4.2109
-121.86,36.6,3.038
-121.86,36.6,2.9085
-121.86,36.6,3.5568
-121.85,36.6,2.5372
-121.85,36.59,3.3156
-121.84,36.59,4.3269
-121.83,36.61,3.0542
-121.83,36.6,4.3472
-121.84,36.61,2.5663
-121.84,36.6,3.4643
-121.84,36.61,2.2007
-121.84,36.61,1.875
-121.82,36.61,3.8015
-121.83,36.61,3.4531
-121.83,36.61,3.2545
-121.83,36.62,3.5
-121.83,36.62,2.7708
-121.85,36.6,2.4864
-121.85,36.61,1.3897
-121.86,36.63,2.5313
-121.84,36.62,2.225
-121.79,36.64,2.3087
-121.8,36.68,3
-121.79,36.68,3.0608
-121.8,36.72,5.4508
-121.8,36.69,3.4239
-121.77,36.71,3.512
-122.29,38.3,1.0096
-122.29,38.3,1.8287
-122.3,38.3,2.7619
-122.3,38.3,3.3542
-122.29,38.3,1.6691
-122.28,38.29,2.2366
-122.29,38.29,2.4398
-122.3,38.29,2.9643
-122.3,38.29,2.6518
-122.29,38.28,3.6083
-122.26,38.29,6.5799
-122.27,38.29,2.8409
-122.28,38.3,2.0134
-122.28,38.29,1.9875
-122.27,38.29,3.3021
-122.26,38.28,4.5
-122.27,38.28,2.6618
-122.26,38.31,5.2444
-122.27,38.32,1.9946
-122.27,38.31,2.9054
-122.28,38.32,3.4543
-122.29,38.32,2.7667
-122.3,38.32,2.5035
-122.3,38.31,3.455
-122.29,38.31,2.7325
-122.28,38.31,1.76
-122.29,38.31,2.2721
-122.3,38.3,2.6346
-122.31,38.34,4.5293
-122.31,38.33,3.6042
-122.3,38.33,4.1862
-122.31,38.33,4.0132
-122.31,38.32,3.7045
-122.32,38.33,5.0877
-122.33,38.33,5.3017
-122.32,38.32,5.8002
-122.32,38.32,4.0878
-122.31,38.32,3.285
-122.32,38.32,5
-122.33,38.31,6.1953
-122.31,38.3,3.9
-122.31,38.31,3.8796
-122.31,38.3,3.6039
-122.32,38.29,2.3787
-122.33,38.29,5.3351
-122.3,38.29,2.4728
-122.3,38.29,3.0404
-122.3,38.28,3.3977
-122.31,38.27,4.3585
-122.3,38.27,3.6389
-122.3,38.25,3.7188
-122.21,38.28,4.4861
-122.24,38.25,4.9167
-122.28,38.22,7.5197
-122.29,38.19,4.7472
-122.25,38.17,4.2955
-122.23,38.17,1.8942
-122.25,38.16,2.9375
-122.26,38.16,4.0337
-122.39,38.37,6.8
-122.37,38.33,4.825
-122.35,38.3,5.6304
-122.33,38.21,4.625
-122.4,38.34,3.5781
-122.33,38.38,4.5694
-122.4,38.41,2.5685
-122.32,38.35,5.5718
-122.36,38.41,3.7067
-122.36,38.4,2.2536
-122.18,38.35,6.0266
-122.21,38.41,5.5266
-122.29,38.4,4.7833
-122.33,38.39,6.3427
-122.28,38.34,3.6389
-122.26,38.36,6.9931
-122.26,38.33,5.815
-122.23,38.33,5.5368
-122.24,38.31,6.1089
-122.52,38.53,4.875
-122.48,38.48,4.6379
-122.4,38.46,4.635
-122.47,38.51,3.5506
-122.47,38.51,3.4904
-122.48,38.51,3.1312
-122.48,38.5,4.3125
-122.47,38.5,4.1993
-122.45,38.51,1.9441
-122.4,38.53,3.6118
-122.44,38.57,3.6429
-122.45,38.58,3.0938
-122.47,38.6,5.3698
-122.48,38.54,4.2096
-122.46,38.53,3.6641
-122.27,38.68,3.1563
-122.26,38.57,2.1979
-122.27,38.53,4.4
-122.18,38.49,3.3393
-122.52,38.67,3.4539
-122.59,38.56,4.65
-122.57,38.58,1.9925
-122.58,38.59,3.5208
-122.58,38.58,2.3942
-122.59,38.58,3.7585
-121.07,39.15,2.4726
-121.07,39.09,2.8864
-121.1,39.08,2.5887
-121.11,39.09,2.3062
-121.12,39.03,3.6563
-121.05,39.13,4.4375
-121.03,39.14,4.0775
-121.07,39.13,4.0848
-121.05,39.11,3.6333
-121.04,39.08,3.463
-121,39.09,3.0781
-121.08,39.02,4.2031
-121.07,39.05,3.6087
-121.07,39.04,4.5042
-121.03,39.05,3.9185
-121.06,39.04,4.2802
-121.06,39.04,5.5161
-121.06,39.03,3.8417
-121.22,39.11,3.0804
-121.19,39.05,3.9
-121.14,39.1,5.0389
-121.12,39.2,3.045
-121.1,39.15,4.0333
-121.08,39.18,3.7426
-121.18,39.26,3.5938
-121.18,39.25,4.3646
-121.2,39.25,4.3523
-121.18,39.23,3.7125
-121.21,39.24,4.3702
-121.2,39.23,5.2359
-121.18,39.19,2.4688
-121.16,39.18,3.1042
-121.25,39.17,2.125
-121.2,39.2,2.9688
-121.15,39.23,2.8102
-121.24,39.22,2.2917
-121.23,39.27,3.3603
-121.07,39.23,1.9886
-121.04,39.24,2.3125
-121.05,39.23,1.5313
-121.06,39.23,2.186
-121.06,39.22,2.325
-121.09,39.23,2.7813
-121.07,39.22,2.425
-121.08,39.22,2.1419
-121.08,39.21,2.4811
-121.09,39.22,2.6042
-121.07,39.2,1
-121.02,39.23,1.4241
-121.04,39.22,2.25
-121.03,39.21,3.2337
-121.05,39.2,2.3125
-121.06,39.21,2.2083
-121.05,39.21,2.535
-120.94,39.22,4.0062
-120.83,39.27,3.67
-121,39.23,4.0426
-120.99,39.22,2.8942
-120.99,39.2,3.3009
-120.93,39.17,3.6563
-120.99,39.13,3.6434
-120.99,39.18,3.6607
-121,39.16,3.2813
-121.04,39.19,3.5859
-121.02,39.17,3.2303
-121.02,39.27,3.2
-121.03,39.26,2.4283
-121,39.26,3.1094
-121.02,39.25,2.2278
-121.06,39.29,3.4028
-120.94,39.32,3.5385
-121.06,39.25,3.9537
-120.89,39.3,3.5417
-120.99,39.26,3.7917
-120.91,39.39,1.6094
-121.03,39.37,2.6341
-121.13,39.31,2.8102
-120.74,39.39,1.3523
-120.09,39.4,2.125
-120.17,39.33,4.119
-120.2,39.33,3.7841
-120.19,39.32,2.3594
-120.17,39.32,3.5652
-120.17,39.33,0.9283
-120.1,39.37,4.5208
-120.1,39.33,4.3958
-120.15,39.36,5.6856
-120.26,39.32,3.0043
-120.35,39.34,4.0278
-120.27,39.35,4.665
-120.25,39.34,3.1842
-120.24,39.35,3.4792
-120.23,39.36,4.0481
-120.22,39.35,4.5882
-120.21,39.35,4.7917
-120.19,39.35,5.0622
-117.95,33.94,5.0782
-117.96,33.94,4.8906
-117.97,33.94,4.1205
-117.97,33.94,5.5608
-117.97,33.94,4.0893
-117.97,33.93,4.4107
-117.97,33.93,4.5461
-117.96,33.93,3.46
-117.96,33.93,3.776
-117.96,33.94,2.6641
-117.94,33.93,4.0833
-117.94,33.93,3.8194
-117.94,33.93,2.7125
-117.95,33.93,3.4702
-117.95,33.93,2.6123
-117.96,33.93,4.7446
-117.97,33.92,5.7796
-117.97,33.93,4.1321
-117.97,33.92,3
-117.96,33.92,3.2158
-117.95,33.92,3.6106
-117.94,33.92,3.0588
-117.95,33.92,4
-117.95,33.92,4.3426
-117.94,33.92,4.6696
-117.95,33.92,3.1378
-117.94,33.94,5.1084
-117.94,33.94,4.5096
-117.95,33.94,4.45
-117.94,33.94,2.2156
-117.93,33.94,6.0516
-117.93,33.94,4.225
-117.93,33.93,3.7933
-117.92,33.94,5.583
-117.92,33.94,4.7813
-117.93,33.92,4.2443
-117.93,33.93,2.8
-117.93,33.93,2.1944
-117.92,33.93,3.75
-117.91,33.93,6.2452
-117.91,33.94,6.3433
-117.89,33.94,4.7216
-117.88,33.93,7.6486
-117.9,33.93,3.3173
-117.89,33.92,5.4617
-117.9,33.92,5.9177
-117.91,33.92,4.7222
-117.91,33.91,3.6106
-117.91,33.91,5.0096
-117.91,33.91,4.125
-117.91,33.91,4.9766
-117.89,33.92,3.8333
-117.89,33.91,3.7321
-117.9,33.91,3.5403
-117.89,33.92,3.4954
-117.89,33.92,2.3935
-117.89,33.9,6.5284
-117.89,33.9,7.898
-117.9,33.9,4.9743
-117.9,33.91,4.9524
-117.9,33.91,4.3103
-117.92,33.92,5.1952
-117.92,33.91,6.1825
-117.92,33.91,9.5561
-117.91,33.9,9.3125
-117.92,33.89,5.4716
-117.92,33.9,6.3489
-117.93,33.91,5.2017
-117.9,33.9,6.9399
-117.9,33.88,9.0055
-117.89,33.89,13.1107
-117.92,33.89,5.0258
-117.97,33.91,6.0076
-117.96,33.9,7.2532
-117.95,33.9,6.8429
-117.96,33.9,6.5635
-117.98,33.9,4.8264
-117.96,33.88,6.2556
-117.95,33.89,6.5764
-117.96,33.89,4.4375
-117.94,33.91,5.6441
-117.93,33.9,9.9071
-117.94,33.89,6.7528
-117.94,33.88,5.3738
-117.94,33.9,9.7956
-117.98,33.87,3.3199
-117.98,33.87,3.8068
-117.98,33.86,3.875
-117.98,33.86,4.1287
-117.97,33.87,3.7054
-117.97,33.86,3.6006
-117.97,33.86,3.5855
-117.97,33.86,3.6471
-117.96,33.86,3.7813
-117.96,33.86,4.2937
-117.96,33.87,3.7222
-117.95,33.86,4.53
-117.95,33.86,5.2099
-117.96,33.86,3.3516
-117.94,33.88,5.4217
-117.95,33.87,4.285
-117.95,33.87,4.4784
-117.95,33.87,2.0227
-117.96,33.87,3.141
-117.96,33.87,4.7984
-117.95,33.88,3.6705
-117.94,33.86,4.6477
-117.94,33.86,2.1432
-117.95,33.86,5.197
-117.93,33.86,4.5774
-117.93,33.86,4.0288
-117.94,33.86,4.6964
-117.94,33.86,4.75
-117.93,33.88,5.1237
-117.93,33.87,1.4803
-117.94,33.87,3.9375
-117.94,33.88,4.3333
-117.92,33.87,2.1991
-117.92,33.87,2.8438
-117.93,33.87,2.315
-117.93,33.88,4.0812
-117.93,33.88,7.2893
-117.92,33.88,3.75
-117.91,33.88,5.2336
-117.92,33.88,5.3649
-117.92,33.88,5.3986
-117.91,33.89,7.875
-117.9,33.88,5.2897
-117.9,33.88,4.675
-117.9,33.87,2.9861
-117.9,33.87,3.4338
-117.91,33.87,2.5
-117.91,33.87,2.9076
-117.88,33.89,3.6435
-117.88,33.89,4.5
-117.88,33.88,3.0263
-117.89,33.88,1.9127
-117.89,33.88,5.3836
-117.89,33.88,5.7519
-117.89,33.87,3.0893
-117.89,33.87,3.3594
-117.88,33.87,5.6409
-117.89,33.87,3.0465
-117.93,33.87,3.3472
-117.93,33.86,2.6563
-117.93,33.86,3.3438
-117.93,33.86,5.5867
-117.93,33.87,1.7935
-117.89,33.86,3.3008
-117.91,33.86,2.4732
-117.92,33.86,3.6375
-117.92,33.87,3.055
-117.87,33.91,4.2188
-117.88,33.9,6.5945
-117.88,33.9,3.5333
-117.88,33.89,3.0214
-117.88,33.89,3.6946
-117.87,33.89,7.1472
-117.86,33.91,6.4514
-117.86,33.9,6.9113
-117.86,33.9,7.2478
-117.87,33.9,6.8268
-117.86,33.89,6.6897
-117.86,33.89,6.9612
-117.87,33.89,6.4218
-117.86,33.88,3.7361
-117.87,33.89,2.425
-117.87,33.89,3.343
-117.87,33.88,3.025
-117.87,33.88,3.3036
-117.87,33.88,3.5667
-117.87,33.88,3.6417
-117.86,33.87,5.1784
-117.87,33.85,5.2949
-117.85,33.86,4.6806
-117.85,33.89,5.9639
-117.85,33.88,7.3658
-117.86,33.88,6.5843
-117.85,33.87,5.6549
-117.85,33.9,5.5918
-117.85,33.9,5.2037
-117.84,33.89,5.7951
-117.85,33.89,5.7457
-117.88,33.87,3.2083
-117.87,33.86,3.1534
-117.87,33.87,4.6563
-117.87,33.87,2.4929
-117.87,33.87,3.0227
-117.86,33.87,5.6573
-117.88,33.85,2.7759
-117.87,33.86,3.4856
